mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,cov_xy,cov_yz,cov_xz,Activity
-6.4838751534653465,2.892084015618274,-5.54926,7.0937982486989855,-2.5756300963366336,1.5924525981197453,-1.9639161,3.0240151615643764,5.379913373534653,3.556890114699429,6.516848,6.439695112536512,3.7451988312426945,2.1580054584098827,3.9862360400675163,stairs
-10.999032317821783,3.1713089767234854,-9.639954,11.442741643090379,-2.857756275089109,1.8117331857001198,-2.6009912,3.37885324932171,-1.375085040831683,1.324226888959886,-1.6501684,1.9044877463243612,3.536912710946515,-0.5683975743048566,2.2298763384207914,stairs
-10.297469448514851,2.208339165084381,-10.650652,10.529309290745124,-2.03247047009901,0.6607032947571042,-2.0680993,2.136151443078872,-1.236019771881188,1.3394131461473575,-1.223855,1.8176935394299951,-0.11289263400312233,-0.6739771066771408,0.5298153236404896,stairs
-10.350966122772277,1.5032447520069754,-10.1333275,10.458483195400701,-2.7049611465346532,1.008474361947136,-2.4740553,2.8850937303114685,-1.8521563376930694,1.5896098580456637,-1.6789087,2.4356363006724933,0.7421596822823737,0.5894427949985173,1.1076102249185802,stairs
-10.56613845049505,1.8632765884285907,-10.856624,10.727567624867497,-1.428629145148515,1.0906994943199309,-1.5962806,1.7941092921280477,-1.490887806990099,1.8939344504688087,-1.3903089,2.402960554394288,0.3019976523079892,0.14462874802231437,0.43024760261187667,stairs
-10.489877237623762,1.5684236214706848,-10.099797,10.605334560960792,-2.0180055059257427,1.6109788125545834,-1.956731,2.5771890471631447,-1.2343598676831684,1.3068658667662465,-1.4849122,1.7929397066212736,0.3985543926604552,-1.4610869297534068,0.5766722055634077,stairs
-10.696892396039605,1.762435557387552,-10.34888,10.83969242081799,-1.914936675970297,1.2893432931796869,-1.5304174,2.304979204685596,-1.2395530344158416,1.1837791145206216,-1.3603711,1.709956178685812,-0.06100656358245666,-1.2857703195332053,0.8726850122234295,stairs
-10.616860732673267,1.634339251055243,-10.304571,10.74068668281987,-1.912565370591089,1.218351288431081,-2.1040246,2.264418099311357,-1.4915280531980197,1.3418353274996275,-1.4908997,2.0018369135998477,-0.17121579368188652,-1.0297566693205433,1.438367359994679,stairs
-9.609304508910892,2.057828965624481,-9.433982,9.825042792247427,-1.8091408452475248,0.8673808229020296,-1.8285974,2.0044677809858795,-0.6485641807227722,0.9780345343422928,-0.5233118,1.1694940100117566,0.717652869279528,-0.5656796825557316,-0.11808854930406845,stairs
-9.72880653168317,1.5125695986437544,-9.52619,9.844536107670052,-2.3933596106435644,0.951412995712796,-2.5315356,2.573789942833602,-2.2872317826039605,1.0755277720168446,-2.6632617,2.5252200194322336,-0.17875675549368467,-0.7174063608479301,0.5848842346771552,stairs
-10.751230874257425,1.969543125140879,-10.180031,10.9283877356853,-1.4989265297524752,1.6913038895113657,-1.5986755,2.2536565218557594,-2.2913341593663366,1.1801639374895996,-2.5075855,2.5747250687658805,0.33571154183486984,0.6725975799084526,1.1510128185919883,stairs
-10.352958046534653,1.659429416169807,-10.211165,10.483805696637122,-1.9209242268118811,1.1452132264963701,-2.0585194,2.233490080291155,-1.0846000198316832,1.836979426828646,-0.8358618,2.1254269669230093,0.2918035079343258,-0.7543642598013482,2.2510153596494193,stairs
-10.46853544059406,1.7105479916803727,-10.251881,10.606000125350555,-2.1724961316237623,1.2893042900234488,-2.2165906,2.523011399771808,-0.876612716039604,1.2918217282392412,-1.0382409,1.5558696686274929,0.6068181157104255,-1.3344229579308255,0.5030131302904577,stairs
-10.736599891089108,1.3108137302975214,-11.067386,10.815535014624054,-1.462989383650495,1.3437684621351709,-1.4298266,1.981961973206737,-1.399141957128713,1.524914916203572,-1.7818946,2.063962280917361,-0.1253566037524321,-1.2003860606070405,0.5402868701415839,stairs
-10.43979526930693,1.83044590464386,-10.364447,10.597484790677218,-1.3195609092277227,1.7298777208201785,-1.2466077,2.1688912922750334,-1.688061936,1.4383758189118527,-1.7699194,2.213141136551657,1.0961758572926916,-0.8889611720047728,1.0976977396125054,stairs
-9.767280905940595,1.8880165099135742,-9.285491,9.946310346312437,-1.7044002405742573,1.140781335154063,-1.6681311,2.0477981501767926,-1.2553459187326732,1.491369278677951,-1.355581,1.943721712046544,-0.5173720299458647,-0.08245020868384242,0.6542060741833758,stairs
-9.98263114950495,1.5212911638024926,-9.963282,10.096748850265973,-2.3936678842841586,1.2102954741340677,-2.391427,2.6795443558219314,-1.796086808019802,1.4674096038836864,-2.1124072,2.314713601113637,0.4037908239583011,0.05944674470064795,0.6246537849794429,stairs
-10.700425597029703,2.0247713358608097,-10.2878065,10.888444142358226,-1.0056592033267326,1.088700040661174,-0.75083864,1.4781349353937359,-0.9815430369485149,1.4728894299984936,-1.1029065,1.763902141859535,1.270319451744689,0.3864522175460646,1.5959533173240175,stairs
-10.56593693069307,1.4675063624087477,-10.289004,10.666361873811365,-1.5062775774257426,1.2947718423952759,-1.6046631,1.982096845881463,-1.2044339773663366,1.3071934036366517,-1.4418018,1.772709067507631,0.28135842691138907,-1.410771023658177,0.4955096411131879,stairs
-10.682771139603961,1.6987425909418892,-10.873388,10.81567168801904,-1.6154406647128712,1.4610035536644146,-1.2370276,2.1732569914602333,-0.9082340877742574,1.43888222667889,-0.96040285,1.6955153753794183,0.9210017284779591,-0.6961316718392919,0.8962210117356719,stairs
-9.562542266336633,2.4944132535751855,-10.072254,9.879408238834216,-1.8677832474257425,0.9697469324624239,-1.9291883,2.1023112022408816,-0.45769771592079206,0.9045859307682178,-0.30776,1.0097827318973736,1.6463930012663486,-0.22675129782499487,0.5424454009299328,stairs
-10.34717206930693,2.2333983052949855,-10.181228,10.583130491974332,-2.692298376237624,1.0693931769723188,-2.450105,2.8949524216945024,-0.9369743313861386,1.6669639834008039,-0.6825806,1.9050399617982452,0.6682518835109515,-0.08388528329260918,0.002317643836137493,stairs
-10.173960007920792,1.5669743045385698,-9.794433,10.29274306192934,-2.186652837920792,1.9732831823748365,-2.6728418,2.9388338189850383,-1.9020130679059406,2.2211013077886537,-1.2825329,2.915836117549514,0.5518602890585315,-2.078619054824128,1.7077699978824001,stairs
-10.909456235643564,2.410744676672132,-10.711725,11.170066417412452,-0.34718299312871287,2.8432265521841806,-0.50774413,2.8503393263464196,-2.4022994583762376,2.6250665743728483,-2.838098,3.5487729903602467,4.365859716714209,-1.8579405174058559,-0.1267605290718727,stairs
-11.09203500891089,2.1059617306728953,-10.740465,11.28824183910723,-1.3993553688712872,2.5334126207094614,-1.2657678,2.883197638631226,-1.497812012079208,2.4614798431170595,-2.0992346,2.870946690697576,-0.5388571153428167,-5.144090976817303,0.861951014457463,stairs
-10.76075161881188,1.7743171635837138,-10.49258,10.904623170375444,-2.470130667623762,1.9184633252709162,-1.9926562,3.1217953866858377,-1.15254979209901,1.8035791763866345,-0.98674804,2.1328530093284956,0.3349683604743094,-2.1455629313159053,1.1980414010278269,stairs
