mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,cov_xy,cov_yz,cov_xz,Activity
-9.260125639933994,3.4151799946873664,-8.746612,9.867871503756202,-2.4886189471749174,1.4794659682446178,-2.1255798,2.893928124285458,0.9229361869405941,3.9156578251555487,-0.5664221,4.016663479457041,2.3495490752602453,0.12783501848161663,8.45739401713785,stairs
-10.549155963036304,2.4073405586857186,-10.1261425,10.819466425524645,-2.531729297240924,1.3027409186442103,-2.3028114,2.846258251395,-1.48775371680198,1.4426573559303335,-1.5986755,2.0707009737718267,1.4591243266846743,-0.16534359100996648,1.2606478666823266,stairs
-10.404858007260726,1.8778209504946834,-10.405163,10.57240010648411,-2.055353587260726,1.0713958348066033,-1.9806812,2.31701941961008,-1.5263546388547855,1.6378683800217788,-1.4885046,2.2368544445578062,0.26367510540998096,0.10033593687420704,0.6873021936741974,stairs
-10.468993936963697,1.6493565730032353,-10.300979,10.597699420856925,-2.0505319325363036,1.3649052423326866,-1.9184107,2.462011194775552,-1.5258013374554455,1.6292379190949478,-1.5687377,2.2301850750335848,0.43145491031890015,-0.1588738684678968,0.6841235692528483,stairs
-10.584302694719472,1.7320578015560548,-10.389595,10.724625247127188,-1.7871904423481848,1.3674826724669147,-1.6417859,2.2489746308744736,-1.3216002363630364,1.4938782369548036,-1.4250367,1.992720280636486,0.211469397230768,-0.8922050530766331,0.6210228913773538,stairs
-10.601210122112212,1.6537344392601956,-10.284214,10.729001248117996,-1.9485025174957096,1.3797686750560385,-1.8992505,2.3862398487536534,-1.3218136517656767,1.280702875481661,-1.4741346,1.8390154932513871,0.05122677226958398,-1.2536835379203646,0.957712426567811,stairs
-10.30768587920792,1.8870471122645287,-10.115365,10.478434171604334,-1.8788809639363035,1.1373413291243581,-1.8321899,2.1953290981484876,-1.1265484227788778,1.2256367703121922,-1.1436218,1.663231533404187,0.18520355236632996,-0.9374193301296947,0.8902351547500649,stairs
-9.984990591089108,1.8019197004099157,-9.877061,10.145749643129985,-2.0383552754940593,1.051370971870657,-2.1782703,2.2927330912639836,-1.4757746721749174,1.3210285318096004,-1.5196398,1.9792088835900803,0.09354983047069655,-0.6067509860830543,0.6685876358887257,stairs
-10.029780638283828,1.9255498703611988,-9.886641,10.212345723782716,-1.900475661881188,1.2782812021088708,-1.9088305,2.289195890361566,-1.7423767075643564,1.3270856520842675,-1.9267932,2.1888856804110914,0.15595111073149026,-0.1526450872156743,0.7671220456717517,stairs
-10.277665150825083,1.7696076557642388,-10.019565,10.428402427370123,-1.937736789069307,1.3472614390695152,-2.003434,2.3588019789074695,-1.8877219872673268,1.5116798292385287,-2.2369483,2.4168426454085603,-0.0049592786734538015,-0.25846678569656917,1.290536245436317,stairs
-10.52424145379538,1.786963975761142,-10.211165,10.674378655535472,-1.8641156293960397,1.4175266972243685,-1.773512,2.3404438454162553,-1.4175156317458746,1.5879013781016709,-1.5208374,2.126607579942762,0.37199736891782537,-0.6377692962851611,1.388542501745729,stairs
-10.51936445940594,1.5733872884930464,-10.613529,10.635995772161875,-1.8521365806953796,1.2919667824974996,-1.7890795,2.2570066995451468,-1.120118231,1.5767828257020262,-1.155597,1.9320205756778888,0.21850182953939606,-1.152350148727813,1.1172204697452992,stairs
-10.548310200330032,1.6325403469046085,-10.613529,10.673483033513941,-1.6516821415006602,1.5095528492371229,-1.5483801,2.2359076623989123,-1.3212722030561057,1.4562945751344643,-1.4968872,1.9645749678663984,0.5086723191772792,-1.2568040261408746,0.7123952245893644,stairs
-10.314558688778877,1.7388833571294895,-10.371632,10.459629869907056,-1.4956501778174918,1.4300442170734051,-1.5256275,2.06766695938615,-1.4475166039537954,1.4913187945987347,-1.6118481,2.0765346197634096,0.09995533790557294,-0.7461918915541116,0.7974235789684107,stairs
-10.063235774917493,1.7705938347905001,-9.80042,10.217307387290516,-1.8058763446953796,1.4508385454733261,-1.848955,2.314989176100767,-1.579831554250825,1.4796418772169329,-1.6477734,2.1628643692534806,0.2583168398673024,-0.2660543477191574,0.8268570455973471,stairs
-10.150112550825083,1.861145164064713,-9.879456,10.31877968708452,-1.7012424427283828,1.276947540590107,-1.6334033,2.1258973090529802,-1.3443252545669968,1.5108799103280763,-1.4394068,2.0205035605939314,0.2158187973484814,0.30926256705586547,0.8712448421408797,stairs
-10.416331225742574,1.7129908585952547,-10.168056,10.55578559858209,-1.6352015550122112,1.3278244088811806,-1.5651453,2.105037509444258,-1.3273546074448845,1.4545427654296932,-1.4741346,1.9673795820211284,0.4712297203884433,-0.12248786210849649,0.7923826439334417,stairs
-10.649711222442244,1.7406124887562537,-10.401569,10.7905552147448,-1.3757924818217822,1.3134308877163834,-1.2154725,1.9005820814174685,-1.0314037006963697,1.4091249702410809,-1.1424243,1.7443834242341372,0.8114841674689336,-0.5658343486254606,0.9822440034869446,stairs
-10.270416778877888,1.9956440929497583,-10.38241,10.461879003245684,-1.6631671631881189,1.2634471560130556,-1.6417859,2.0873800363495167,-0.8567885936871287,1.2715711741860038,-0.81191164,1.531549432416935,0.8727673887576581,-0.8191053762187656,0.7763896911377606,stairs
-10.197495158415842,2.211017236299528,-10.318942,10.433665259193736,-2.058507429458746,1.26847419006589,-2.0848646,2.416851110148158,-0.7676353783603961,1.387428987906317,-0.57001466,1.5836256722927922,1.0717255785190984,-0.2985375267806372,0.5742579108976261,stairs
