mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,cov_xy,cov_yz,cov_xz,Activity
-9.739496298613862,2.9113647115213683,-9.734557,10.164499416483974,-2.319889426641584,1.3983547151345195,-2.0417542,2.708027102906239,-0.11484711677227723,3.4687311945419497,-1.0597961,3.467197719679116,1.4659544766496935,0.005271853143488573,6.112770694035676,stairs
-10.540696715445545,2.156431999117351,-10.241103,10.758590888170994,-2.208364508559406,1.3999518012352998,-2.0417542,2.613973589683731,-1.4377017650158417,1.5192221563310278,-1.5232325,2.090562593461045,1.0129226842267842,-0.35110037038627495,0.9577704397106038,stairs
-10.480268731089108,1.7972647758324005,-10.320139,10.632958054677015,-2.0198005887356434,1.2391772243216246,-1.9423609,2.368990058712844,-1.4105953637326734,1.4981630512328254,-1.4741346,2.0566543872522187,0.21880206296339957,-0.4787574273355388,0.6863942178304441,stairs
-10.544146987920792,1.6689746373270542,-10.304571,10.675157902728527,-1.9958195688340594,1.3210462458840022,-1.9100281,2.392697884486143,-1.4616970199960395,1.4961182275340477,-1.531615,2.0905730108458025,0.20629373363972184,-0.5494166718534351,0.8592119337539967,stairs
-10.395814665148515,1.8228913256676686,-10.256671,10.554113665883563,-1.8166555085766336,1.2516762133650503,-1.7507592,2.2054088548135575,-1.2209785886019802,1.4038117970437944,-1.2981006,1.8594552760786807,0.23722789076893233,-0.8468902113904448,0.7476882197002638,stairs
-10.228348281386138,1.772926339576047,-10.072254,10.380566076963868,-2.0096016016756435,1.2285893931792278,-2.0549269,2.354769950639825,-1.3802473837247524,1.2947253998277555,-1.4908997,1.8915806268436268,0.1103745463362276,-0.9045057181749243,0.6533604138901365,stairs
-10.280619008712872,1.8609648434326551,-10.075848,10.447366153654542,-1.90578580644099,1.2662977985826507,-1.9040406,2.287434018102675,-1.591642242061386,1.3157109980956962,-1.6753162,2.0642171749795577,0.04939199304777493,-0.5521587479766455,0.859358427286398,stairs
-10.21183213881188,1.8316214621415083,-10.033935,10.374473941839504,-1.9069833166093069,1.2385137206287804,-1.9722986,2.273205698593627,-1.5606516391445544,1.4657117791989824,-1.6417859,2.140021139433005,0.1189326177912782,-0.44757639911604297,1.152721584442216,stairs
-10.18216708039604,1.8397998436848526,-9.987231,10.346723501572528,-1.9589694688158417,1.2572319483854035,-1.9782861,2.327028918405714,-1.4376685717128712,1.483182907332302,-1.5208374,2.0645499162386334,0.2880552319315874,-0.537938926184505,0.9339017142837467,stairs
-10.407626156831682,1.682401931085446,-10.267448,10.54246430274281,-1.8897391764964357,1.3526377545638193,-1.9088305,2.3231702526379516,-1.5877841269940594,1.524583686854344,-1.7818946,2.2001843486763084,0.06412406407782717,-0.6733232998107895,0.9357500721726774,stairs
