mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,cov_xy,cov_yz,cov_xz,Activity
-8.741453735643564,3.7797974299978905,-8.007747850000001,9.519934608592632,-2.716693185712871,1.707239192831872,-2.20521425,3.2063465952562815,2.002414166351485,4.316357637861347,-0.24788452,4.7485127523429,3.942986458208363,1.2696605167252464,10.755498268078995,stairs
-10.648250883168316,2.7483616717236816,-10.109976249999999,10.99551477764198,-2.4451133725940593,1.4217324924765262,-2.2686821999999998,2.8266404324055636,-1.3055524063564357,1.3303518966960566,-1.41785155,1.8615965431834562,1.8489601815938776,-0.5892619610964429,1.3974930307262357,stairs
-10.324217785643564,1.8844680563064453,-10.22733225,10.493955995920949,-2.3687158083168316,0.9147580643918303,-2.1549189,2.538396031005652,-1.5440880547871287,1.498356866550291,-1.5938855,2.148992088449738,0.3221069331750051,0.06204500833868543,0.8229208872758855,stairs
-10.458552286633664,1.6920836297717514,-10.3339105,10.59387978727775,-2.066795145841584,1.227646442082743,-1.9112255999999999,2.402352387222028,-1.6715220723415842,1.7534269578312314,-1.6310083,2.4193535929177954,0.4504818478155602,0.4810578753084363,0.7455729637984396,stairs
-10.528007844059406,1.7183078084679893,-10.391989500000001,10.666626183944357,-1.7233173255371288,1.4036727218450404,-1.6615448000000002,2.220442696504222,-1.3626238373366337,1.6281293513240294,-1.4406042000000001,2.1200061577214915,0.3372408130013052,-0.6929402442292663,0.505870243645611,stairs
-10.593384816831684,1.667329270965851,-10.224937,10.723153755492094,-1.9664710909480199,1.45633349502315,-1.7687219500000002,2.444875510005644,-1.236956451049505,1.2437395475756057,-1.46754825,1.7519393432143937,0.16257350246105132,-1.3667301255543056,0.7213433458830492,stairs
-10.656876564356436,1.695836053571241,-10.3273235,10.7903031050208,-1.9137510232806931,1.2512260314450592,-1.8387761999999999,2.284788662275124,-1.3655405438069308,1.2684299458232289,-1.43222175,1.8616257896898547,-0.1154858301541542,-1.1521535976423207,1.1447107225764963,stairs
-10.11308262079208,1.9211296245569678,-10.0734525,10.29305144959446,-1.860853107919307,1.0561667178962428,-1.88308405,2.138396643924989,-1.070046116960396,1.2450739917058504,-1.0969189,1.639369889333146,0.29804035712359633,-0.7718452074567413,0.8702448886720602,stairs
-9.66905552029703,1.8023945671161072,-9.475894499999999,9.834794279615425,-2.1012502279455445,0.9541474069443497,-2.1800664999999997,2.3067602557311684,-1.4678979816633664,1.3137908863456944,-1.5202385999999999,1.967797294692051,0.2856481853283829,-0.3978254527137198,0.281436244963466,stairs
-10.240018702970296,1.8250426885700022,-9.996212499999999,10.400590119716677,-1.9461430701980198,1.4403048419496407,-1.9794836500000002,2.419024843644066,-2.2892829709851483,1.126248429825466,-2.5626709500000002,2.550092677362217,-0.15167300586354132,-0.02321481501999226,0.8646841841047748,stairs
